Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Is Anomaly,Color
ISSUE-0482,KEY-0482,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Resolved,Reporter 7,Assignee 20,2024-04-26 14:35:00,2024-05-01 14:35:00.000000,5,5,Medium,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,5811.786777291596,KRI,User_50,2024-04-26 16:41:00,file_access,FR,IN,756,12,5.792220095337207,15.807457606102426,41.09557795591233,9078.441803071448,3.4,Low,No Action Needed,0,Green
ISSUE-0483,KEY-0483,Inconsistent Review of Security Policies,1,Management Oversight,Medium,Closed,Reporter 3,Assignee 16,2024-04-27 06:08:00,2024-05-09 06:08:00.000000,12,3,Low,External Contractors,Steps to resolve Inconsistent Review of Security Policies,7532.368477584886,KPI,User_14,2024-04-28 04:56:00,file_access,CN,Unknown,10,6,7.347555145506616,1.6301268510382254,17.797672625874558,3401.7086678784144,3.25,Low,Log for Reference,0,Green-Yellow
ISSUE-0484,KEY-0484,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Closed,Reporter 7,Assignee 15,2024-04-28 12:42:00,2024-05-02 12:42:00.000000,4,4,Medium,Legal,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1735.4963881375104,KPI,User_14,2024-04-28 21:47:00,login,CANADA,UK,25,1,4.082263057867143,0.5837683048474129,36.90928697026921,4766.325936010377,2.7499999999999996,Low,No Action Needed,0,Green
ISSUE-0485,KEY-0485,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,Open,Reporter 3,Assignee 18,2024-04-29 02:52:00,2026-02-20 04:52:05.816519,13,6,High,Operations,Steps to resolve High-Volume Distributed Denial-of-Service Attack,11681.256059797983,KRI,User_63,2024-04-29 13:09:00,data_modification,USA,CN,3986,5,4.736904826669036,16.243602283925945,51.16296765816145,22796.235182673605,4.1,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0486,KEY-0486,Weak Authentication Protocols,1,Access Control,High,Open,Reporter 9,Assignee 19,2024-04-30 23:43:00,2025-11-24 04:52:05.816519,23,9,Critical,IT,Steps to resolve Weak Authentication Protocols,13931.37765789386,KPI,User_74,2024-05-01 06:55:00,data_modification,USA,FR,273,2,7.151808319784235,10.377333530296875,22.52568668221742,4839.35365846332,6.3,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0487,KEY-0487,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,In Progress,Reporter 7,Assignee 5,2024-05-01 21:34:00,2026-03-24 04:52:05.816519,28,10,Critical,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,22471.354519485383,KRI,User_79,2024-05-02 09:08:00,file_access,AU,USA,3050,15,6.408143937734617,13.413467010074475,48.82279564071409,19919.323703162143,7.5,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0488,KEY-0488,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,In Progress,Reporter 7,Assignee 9,2024-05-02 03:29:00,2025-11-06 04:52:05.816519,15,3,Low,Legal,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,5460.260539552622,KPI,User_16,2024-05-03 00:27:00,data_modification,FR,FR,1772,10,6.617316812428362,59.74619266997201,47.784190917968864,11640.690340861323,3.65,Low,Log for Reference,0,Green-Yellow
ISSUE-0489,KEY-0489,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,In Progress,Reporter 6,Assignee 20,2024-05-03 17:08:00,2026-01-15 04:52:05.816519,28,10,Critical,Sales,Steps to resolve Incomplete Risk Management Framework,27214.840498189966,KPI,User_5,2024-05-04 08:51:00,login,JP,USA,115,1,5.654626730604533,1.241023575457151,34.07315154282906,4292.583067995971,7.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0490,KEY-0490,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,In Progress,Reporter 9,Assignee 3,2024-05-05 01:28:00,2025-12-30 04:52:05.816519,19,10,Critical,IT,Steps to resolve Non-Compliance with Data Protection Regulations,16484.353486685122,KRI,User_95,2024-05-05 01:34:00,data_modification,FR,DE,442,8,4.721918363579559,2.291927107266009,23.652285886112693,3464.9681385428507,6.500000000000001,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0491,KEY-0491,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Open,Reporter 1,Assignee 1,2024-05-05 10:47:00,2025-12-24 04:52:05.816519,22,10,Critical,C-Suite Executives,Steps to resolve Supplier Security Compliance Gaps,28171.069218692086,KPI,User_6,2024-05-06 04:34:00,data_modification,FR,FR,242,7,11.96706294440241,15.328025265093729,37.451058964787784,6524.202085902824,7.25,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0492,KEY-0492,Inadequate Firewall Configurations,1,Network Security,Critical,In Progress,Reporter 2,Assignee 20,2024-05-06 22:59:00,2025-12-22 04:52:05.816519,43,10,Critical,IT,Steps to resolve Inadequate Firewall Configurations,22866.843652306743,KPI,User_81,2024-05-07 10:11:00,file_access,Unknown,USA,656,5,6.062231409915819,0.6409179537013853,15.28706167916798,8441.688530396383,7.1499999999999995,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0493,KEY-0493,Insufficient Access Control Measures,1,Control Effectiveness,Medium,Closed,Reporter 2,Assignee 12,2024-05-07 07:05:00,2024-05-14 07:05:00.000000,7,3,Low,Sales,Steps to resolve Insufficient Access Control Measures,8186.827592678174,KPI,User_71,2024-05-07 15:51:00,file_access,AU,USA,459,17,6.175765849762589,10.301163681858906,17.06973999177077,6804.811616533155,3.3000000000000003,Low,Log for Reference,0,Green-Yellow
ISSUE-0494,KEY-0494,Inconsistent Review of Security Policies,1,Management Oversight,Medium,Closed,Reporter 5,Assignee 4,2024-05-08 20:35:00,2024-05-16 20:35:00.000000,8,9,Critical,External Contractors,Steps to resolve Inconsistent Review of Security Policies,4942.007884493333,KPI,User_54,2024-05-09 08:59:00,data_modification,UK,IN,239,4,2.735829100066578,72.59709641520595,30.64324033089238,7209.500033777007,5.6,Medium,Routine Monitoring,0,Yellow
ISSUE-0495,KEY-0495,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Resolved,Reporter 4,Assignee 1,2024-05-09 02:47:00,2024-05-22 02:47:00.000000,13,3,Low,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,4932.136481495784,KRI,User_79,2024-05-09 08:43:00,data_modification,CANADA,CN,541,4,5.463536474480712,16.116407780895553,18.751123906266837,6884.358518147011,2.5500000000000003,Low,No Action Needed,0,Green
ISSUE-0496,KEY-0496,Outdated Operating System Components,1,System Vulnerability,Low,Closed,Reporter 2,Assignee 11,2024-05-10 04:32:00,2024-05-18 04:32:00.000000,8,6,High,External Contractors,Steps to resolve Outdated Operating System Components,2010.74181589126,KPI,User_18,2024-05-10 19:09:00,file_access,Unknown,Unknown,852,4,6.2692690829355655,1.0263612832668998,24.771510886589866,7850.304343114406,4.05,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0497,KEY-0497,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,Open,Reporter 4,Assignee 3,2024-05-11 22:35:00,2026-01-26 04:52:05.816519,22,10,Critical,HR,Steps to resolve Weak Cloud Storage Access Controls,14936.24201528405,KRI,User_73,2024-05-12 01:37:00,file_access,JP,JP,220,5,6.627621089479236,9.562678538043563,39.451886398473455,4358.423074677962,7.0,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0498,KEY-0498,Insufficient Access Control Measures,1,Control Effectiveness,Medium,In Progress,Reporter 2,Assignee 20,2024-05-12 12:27:00,2026-03-15 04:52:05.816519,15,7,High,External Contractors,Steps to resolve Insufficient Access Control Measures,2646.7536694659407,KPI,User_54,2024-05-12 16:04:00,file_access,CANADA,FR,1140,15,1.7358291000665782,0.3458888702022856,37.35515848954764,11036.642616381714,5.15,Medium,Routine Monitoring,0,Yellow
ISSUE-0499,KEY-0499,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,High,Closed,Reporter 7,Assignee 13,2024-05-13 08:04:00,2024-05-27 08:04:00.000000,14,10,Critical,IT,Steps to resolve Delayed Patching of Known Vulnerabilities,13900.02054159873,KPI,User_13,2024-05-14 03:38:00,file_access,UK,IN,570,6,5.394871546622221,7.965263253517456,16.649093118852974,7507.600710879347,6.75,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0500,KEY-0500,Weak Authentication Protocols,1,Access Control,Low,Open,Reporter 6,Assignee 15,2024-05-14 05:00:00,2026-02-01 04:52:05.816519,7,2,Low,Sales,Steps to resolve Weak Authentication Protocols,2262.298825874458,KPI,User_92,2024-05-14 05:26:00,login,Unknown,FR,146,1,3.760984530556331,0.15018451088946844,32.274569167492295,4368.208387306727,1.9,Low,No Action Needed,0,Green
ISSUE-0501,KEY-0501,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Open,Reporter 6,Assignee 7,2024-05-15 20:23:00,2025-12-02 04:52:05.816519,10,10,Critical,External Contractors,Steps to resolve Access by Unauthorized Personnel Detected,25382.126362217372,KRI,User_55,2024-05-16 03:52:00,file_access,IN,FR,74,7,5.188383912534731,14.611819438514656,47.347236291401714,3691.471904222585,6.6000000000000005,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0502,KEY-0502,Detected Malware Infiltration in Internal Systems,1,Malware,Low,In Progress,Reporter 5,Assignee 11,2024-05-16 08:16:00,2025-12-27 04:52:05.816519,13,10,Critical,HR,Steps to resolve Detected Malware Infiltration in Internal Systems,9652.896821001374,KRI,User_78,2024-05-16 13:38:00,data_modification,AU,USA,24,4,1.4530831774012811,0.9703361885831846,37.40008971656851,3323.5377449329017,4.8,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0503,KEY-0503,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,Closed,Reporter 6,Assignee 16,2024-05-17 07:25:00,2024-05-29 07:25:00.000000,12,10,Critical,External Contractors,Steps to resolve Incomplete Risk Management Framework,10552.976180848915,KPI,User_36,2024-05-18 04:20:00,file_access,JP,JP,428,8,9.17128777132406,0.8512075619683797,45.70991081842105,6315.810562196746,7.25,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0504,KEY-0504,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,In Progress,Reporter 8,Assignee 14,2024-05-18 19:02:00,2025-12-06 04:52:05.816519,26,10,Critical,Sales,Steps to resolve Unauthorized Access Leading to Data Exposure,78521.28292787762,KRI,User_71,2024-05-19 15:52:00,data_modification,FR,CN,787,7,8.17576584976259,42.979143678454484,31.495449346921962,7186.5366793208905,7.25,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert,0,Red
ISSUE-0505,KEY-0505,Detected Malware Infiltration in Internal Systems,1,Malware,High,Resolved,Reporter 1,Assignee 13,2024-05-19 08:41:00,2024-05-26 08:41:00.000000,7,10,Critical,C-Suite Executives,Steps to resolve Detected Malware Infiltration in Internal Systems,30073.2971112289,KRI,User_47,2024-05-19 23:54:00,data_modification,IN,USA,305,12,9.49318117493176,5.176687435709296,32.81366621153111,4860.546996521424,6.5,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0506,KEY-0506,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Closed,Reporter 1,Assignee 20,2024-05-20 06:01:00,2024-05-27 06:01:00.000000,7,10,Critical,Legal,Steps to resolve Successful Phishing Attempt Targeting Executives,4129.418855825176,KRI,User_56,2024-05-20 15:23:00,file_access,FR,FR,89,5,1.2265877257221711,12.056992927050988,38.757157085652025,2816.7295650644164,5.35,Medium,Routine Monitoring,0,Yellow
ISSUE-0507,KEY-0507,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Open,Reporter 10,Assignee 5,2024-05-21 18:36:00,2025-12-05 04:52:05.816519,27,10,Critical,External Contractors,Steps to resolve Missing or Inaccurate Asset Records,9493.146459148144,KPI,User_27,2024-05-21 23:41:00,data_modification,USA,IN,2802,1,3.4561763988570497,2.0445527631223155,42.79302967948127,20386.311020035202,7.2,High,Escalate to SOC & Restrict Critical System Access,0,Red
ISSUE-0508,KEY-0508,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,In Progress,Reporter 6,Assignee 20,2024-05-22 23:55:00,2026-02-14 04:52:05.816519,30,10,Critical,HR,Steps to resolve Non-Compliance with Data Protection Regulations,17958.378790730872,KRI,User_55,2024-05-23 02:48:00,file_access,DE,CN,151,2,4.409526060886179,2.142617550654399,21.626819169349247,3664.337853091023,6.9,Medium,Increase Monitoring & Investigate,0,Orange
ISSUE-0509,KEY-0509,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Medium,Open,Reporter 5,Assignee 2,2024-05-23 14:48:00,2025-11-18 04:52:05.816519,10,3,Low,Finance,Steps to resolve Insufficient Coverage in Annual Risk Assessment,10414.272901572833,KPI,User_97,2024-05-24 09:12:00,login,AU,Unknown,34,1,4.408556237555095,1.0871355075762013,33.99038347931182,4586.637828544983,3.05,Low,Log for Reference,0,Green-Yellow
ISSUE-0510,KEY-0510,Insufficient Access Control Measures,1,Control Effectiveness,High,Resolved,Reporter 3,Assignee 9,2024-05-24 18:56:00,2024-06-14 18:56:00.000000,21,7,High,HR,Steps to resolve Insufficient Access Control Measures,12642.972055235714,KPI,User_93,2024-05-25 00:49:00,file_access,FR,EU,3454,8,4.621478114108301,7.215843842957543,53.49439549521853,21113.638036548356,5.900000000000001,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0511,KEY-0511,Insufficient Access Control Measures,1,Control Effectiveness,High,In Progress,Reporter 6,Assignee 12,2024-05-25 17:54:00,2026-03-13 04:52:05.816519,23,10,Critical,Operations,Steps to resolve Insufficient Access Control Measures,16138.035959757513,KPI,User_94,2024-05-26 04:48:00,login,FR,DE,746,1,4.520183055889643,1.6404258878877958,44.091720115545066,6771.782424875651,6.55,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0512,KEY-0512,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,In Progress,Reporter 2,Assignee 11,2024-05-26 02:36:00,2026-01-03 04:52:05.816519,8,1,Low,External Contractors,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1396.6097275169814,KRI,User_65,2024-05-26 13:06:00,file_access,CANADA,DE,344,16,4.998147011910357,17.513729941400992,17.444501981978192,6222.603872237708,2.25,Low,No Action Needed,0,Green
ISSUE-0513,KEY-0513,Outdated Operating System Components,1,System Vulnerability,Low,Resolved,Reporter 2,Assignee 13,2024-05-27 02:41:00,2024-05-30 02:41:00.000000,3,5,Medium,Finance,Steps to resolve Outdated Operating System Components,8380.755559404754,KPI,User_52,2024-05-27 23:45:00,data_modification,DE,DE,4328,6,7.836879058261685,43.317377229610294,25.487972522490498,25076.450728679458,3.25,Low,No Action Needed,0,Green
ISSUE-0514,KEY-0514,Incomplete Risk Management Framework,1,Risk Management Maturity,High,Resolved,Reporter 6,Assignee 3,2024-05-28 06:28:00,2024-06-03 06:28:00.000000,6,10,Critical,Operations,Steps to resolve Incomplete Risk Management Framework,16677.548307784884,KPI,User_71,2024-05-28 09:05:00,login,IN,FR,668,1,5.137442039314979,0.3524443821748647,37.728414753354784,7640.313806278949,6.449999999999999,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0515,KEY-0515,Detected Malware Infiltration in Internal Systems,1,Malware,Low,Closed,Reporter 6,Assignee 4,2024-05-29 20:49:00,2024-06-05 20:49:00.000000,7,8,High,External Contractors,Steps to resolve Detected Malware Infiltration in Internal Systems,2609.6907080293813,KRI,User_64,2024-05-29 22:56:00,file_access,IN,UK,816,14,5.107550193547804,5.962508799261554,35.498975863403835,7663.206578877719,4.449999999999999,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0516,KEY-0516,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Low,Open,Reporter 9,Assignee 20,2024-05-30 05:12:00,2026-02-11 04:52:05.816519,18,2,Low,HR,Steps to resolve Delayed Patching of Known Vulnerabilities,5580.071579189335,KPI,User_4,2024-05-30 13:33:00,login,CANADA,CANADA,65,1,4.485451331133525,0.22495177381008258,35.10637578563446,3595.2729258262325,2.1000000000000005,Low,No Action Needed,0,Green
ISSUE-0517,KEY-0517,Insufficient Access Control Measures,1,Control Effectiveness,Medium,Closed,Reporter 9,Assignee 5,2024-05-31 12:35:00,2024-06-07 12:35:00.000000,7,7,High,C-Suite Executives,Steps to resolve Insufficient Access Control Measures,9113.726294276588,KPI,User_82,2024-06-01 06:25:00,data_modification,Unknown,EU,307,2,4.449578752817587,1.065376363901099,22.286079971057234,7256.098980844712,4.7,Medium,Routine Monitoring,0,Yellow
ISSUE-0518,KEY-0518,Detected Malware Infiltration in Internal Systems,1,Malware,High,Closed,Reporter 6,Assignee 4,2024-06-01 21:33:00,2024-06-08 21:33:00.000000,7,10,Critical,External Contractors,Steps to resolve Detected Malware Infiltration in Internal Systems,16776.9039711748,KRI,User_86,2024-06-02 12:56:00,file_access,JP,JP,128,6,10.46833230296318,0.32218762842548077,32.73356968241304,5056.040084161734,6.4,Medium,Schedule Investigation,0,Yellow-Orange
ISSUE-0519,KEY-0519,Inconsistent Review of Security Policies,1,Management Oversight,Low,Open,Reporter 3,Assignee 16,2024-06-02 02:31:00,2025-11-16 04:52:05.816519,13,5,Medium,Legal,Steps to resolve Inconsistent Review of Security Policies,3039.6272259805232,KPI,User_1,2024-06-02 11:57:00,login,IN,EU,83,1,12.40451132048226,1.2529557874146984,27.073269272228174,2794.096735841523,3.25,Low,No Action Needed,0,Green
ISSUE-0520,KEY-0520,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,In Progress,Reporter 8,Assignee 19,2024-06-03 03:22:00,2025-11-30 04:52:05.816519,9,9,Critical,Operations,Steps to resolve Weak Cloud Storage Access Controls,5127.470582223003,KRI,User_47,2024-06-04 00:10:00,login,Unknown,DE,173,1,6.777622788724063,0.11819990239153164,27.09082349977798,5068.268659497707,4.8,Medium,Log Activity for Reference,0,Light Yellow
ISSUE-0521,KEY-0521,Inconsistent Review of Security Policies,1,Management Oversight,Medium,Closed,Reporter 7,Assignee 9,2024-06-04 18:39:00,2024-06-08 18:39:00.000000,4,4,Medium,IT,Steps to resolve Inconsistent Review of Security Policies,8007.364745310618,KPI,User_3,2024-06-04 23:59:00,login,EU,EU,55,2,10.206822102563436,1.226348963799229,23.764672022631117,4359.391401217432,3.5999999999999996,Low,Log for Reference,0,Green-Yellow
ISSUE-0522,KEY-0522,Weak Authentication Protocols,1,Access Control,High,Open,Reporter 7,Assignee 16,2024-06-05 17:48:00,2026-03-23 04:52:05.816519,11,10,Critical,HR,Steps to resolve Weak Authentication Protocols,6961.906918625359,KPI,User_65,2024-06-06 08:56:00,data_modification,AU,AU,921,7,5.3699751040572785,4.183790146111541,33.892711814332756,8502.620985019932,6.75,Medium,Schedule Investigation,0,Yellow-Orange
