Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Color,Source
ISSUE-0318,KEY-0318,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Open,Reporter 6,Assignee 8,2024-07-18,2025-04-21 01:51:53.295556,277.0,73.86,Critical,External Contractors,Steps to resolve Non-Compliance with Data Protection Regulations,976232.5,KRI,User_35,2024-07-18 08:06:00,login,FR,FR,900.0,26.0,15.0,657.5,57.25257884852882,5164.0,18.172,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0319,KEY-0319,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Low,Resolved,Reporter 8,Assignee 13,2024-09-06,2024-09-14 00:00:00.000000,8.0,63.97,Critical,HR,Steps to resolve Access by Unauthorized Personnel Detected,1298682.5,KRI,User_42,2024-09-06 06:19:00,data_modification,DE,CANADA,2837.0,26.0,18.0,2297.5,28.92043622976284,4780.0,16.194,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0320,KEY-0320,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,Resolved,Reporter 9,Assignee 1,2023-02-04,2023-02-05 00:00:00.000000,1.0,102.21,Critical,IT,Steps to resolve Detected Malware Infiltration in Internal Systems,492182.5,KRI,User_53,2023-02-04 20:24:00,login,JP,AU,1824.0,26.0,21.0,1885.0,54.29730061964816,7364.0,24.342,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0321,KEY-0321,Outdated Operating System Components,1,System Vulnerability,Medium,Resolved,Reporter 6,Assignee 19,2023-09-11,2023-09-21 00:00:00.000000,10.0,61.05,Critical,Finance,Steps to resolve Outdated Operating System Components,1376592.5,KPI,User_79,2023-09-11 22:07:00,data_modification,IN,JP,1725.0,26.0,12.0,1710.0,51.25088961425843,4263.0,16.36,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0322,KEY-0322,Inadequate Firewall Configurations,1,Network Security,Medium,Resolved,Reporter 6,Assignee 2,2024-03-18,2024-03-24 00:00:00.000000,6.0,2.0,Low,External Contractors,Steps to resolve Inadequate Firewall Configurations,257947.5,KPI,User_77,2024-03-18 13:13:00,file_access,EU,EU,900.0,26.0,12.0,1237.5,43.55354369850613,7192.0,3.3000000000000003,Low,Log for Reference | Limit Data Transfer,Green-Yellow,Real
ISSUE-0323,KEY-0323,Outdated Operating System Components,1,System Vulnerability,Low,Closed,Reporter 8,Assignee 17,2023-11-14,2023-11-16 00:00:00.000000,2.0,15.4,Critical,IT,Steps to resolve Outdated Operating System Components,710502.5,KPI,User_83,2023-11-14 10:14:00,data_modification,UK,UK,1679.0,26.0,15.0,1857.5,71.7326735018037,6740.0,6.379999999999999,Medium,Log Activity for Reference | Limit Data Transfer,Light Yellow,Real
ISSUE-0324,KEY-0324,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,In Progress,Reporter 6,Assignee 1,2023-04-15,2025-04-21 01:51:53.295556,737.0,11.08,Critical,External Contractors,Steps to resolve Missing or Inaccurate Asset Records,820460.0,KPI,User_10,2023-04-15 23:21:00,login,DE,DE,900.0,26.0,6.0,2993.0,54.30655845968965,7294.0,7.266,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0325,KEY-0325,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,In Progress,Reporter 3,Assignee 13,2024-07-20,2025-04-21 01:51:53.295556,275.0,15.75,Critical,Legal,Steps to resolve Detected Malware Infiltration in Internal Systems,2004892.5,KRI,User_4,2024-07-20 10:18:00,file_access,USA,USA,1089.0,26.0,15.0,2897.5,59.84825256979364,5131.0,7.300000000000001,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0326,KEY-0326,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Critical,Open,Reporter 5,Assignee 3,2023-01-19,2025-04-21 01:51:53.295556,823.0,52.1,Critical,HR,Steps to resolve Increased Exposure due to Insufficient Data Encryption,2755913.0,KRI,User_10,2023-01-19 10:45:00,file_access,EU,EU,900.0,26.0,10.0,1820.0,67.88391273759025,5851.0,15.97,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0327,KEY-0327,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,Open,Reporter 3,Assignee 11,2024-04-27,2025-04-21 01:51:53.295556,359.0,23.88,Critical,Sales,Steps to resolve Missing or Inaccurate Asset Records,2240693.0,KPI,User_27,2024-04-27 15:33:00,data_modification,AU,AU,1700.0,26.0,10.0,1427.0,71.31855113306297,6012.0,10.476,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0328,KEY-0328,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Open,Reporter 1,Assignee 12,2025-01-30,2025-04-21 01:51:53.295556,81.0,76.38,Critical,External Contractors,Steps to resolve Incomplete Risk Management Framework,329052.5,KPI,User_76,2025-01-30 11:14:00,file_access,FR,AU,900.0,26.0,12.0,567.5,72.43762881820915,4593.0,18.826,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0329,KEY-0329,Outdated Operating System Components,1,System Vulnerability,Critical,In Progress,Reporter 1,Assignee 16,2023-08-21,2025-04-21 01:51:53.295556,609.0,46.65,Critical,Legal,Steps to resolve Outdated Operating System Components,2337965.0,KPI,User_13,2023-08-21 09:30:00,data_modification,CN,CN,1749.0,26.0,13.0,3119.0,22.445593769577105,4278.0,14.73,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0330,KEY-0330,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Low,In Progress,Reporter 2,Assignee 1,2023-05-28,2025-04-21 01:51:53.295556,694.0,84.19,Critical,Finance,Steps to resolve Insufficient Coverage in Annual Risk Assessment,1715832.5,KPI,User_62,2023-05-28 11:41:00,file_access,DE,DE,900.0,30.0,18.0,1697.5,61.442001067410494,3441.0,20.388,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0331,KEY-0331,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Resolved,Reporter 4,Assignee 8,2024-01-25,2024-01-27 00:00:00.000000,2.0,10.89,Critical,Sales,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1632692.5,KPI,User_24,2024-01-25 14:14:00,login,USA,CANADA,1481.0,26.0,18.0,3075.0,49.16584858600255,7884.0,5.328,Medium,Log Activity for Reference | Limit Data Transfer,Light Yellow,Real
ISSUE-0332,KEY-0332,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,Open,Reporter 5,Assignee 16,2024-08-13,2025-04-21 01:51:53.295556,251.0,17.77,Critical,IT,Steps to resolve Delayed Patching of Known Vulnerabilities,2390335.0,KPI,User_46,2024-08-13 10:42:00,file_access,FR,FR,3156.0,26.0,6.0,750.0,74.34877031900753,3107.0,7.854,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0333,KEY-0333,Incomplete Risk Management Framework,1,Risk Management Maturity,Medium,Open,Reporter 10,Assignee 1,2024-06-16,2025-04-21 01:51:53.295556,309.0,90.91,Critical,C-Suite Executives,Steps to resolve Incomplete Risk Management Framework,2158247.5,KPI,User_32,2024-06-16 18:49:00,file_access,EU,EU,927.0,26.0,18.0,3397.5,70.07852950113906,4791.0,22.482,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0334,KEY-0334,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,Closed,Reporter 9,Assignee 20,2023-10-10,2023-10-16 00:00:00.000000,6.0,49.17,Critical,External Contractors,Steps to resolve Successful Phishing Attempt Targeting Executives,1708811.0,KRI,User_29,2023-10-10 20:17:00,login,AU,AU,1429.0,28.0,10.0,728.0,68.51255916000783,5432.0,15.184,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0335,KEY-0335,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Critical,Resolved,Reporter 9,Assignee 12,2023-07-12,2023-07-14 00:00:00.000000,2.0,79.81,Critical,Operations,Steps to resolve Non-Compliance with Data Protection Regulations,1213472.0,KRI,User_24,2023-07-12 09:17:00,file_access,UK,UK,900.0,26.0,13.0,1961.0,29.441285985894027,6056.0,21.112000000000005,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0336,KEY-0336,Inadequate Firewall Configurations,1,Network Security,Critical,In Progress,Reporter 7,Assignee 8,2023-11-04,2025-04-21 01:51:53.295556,534.0,2.0,Low,External Contractors,Steps to resolve Inadequate Firewall Configurations,897551.0,KPI,User_18,2023-11-04 01:18:00,login,USA,USA,900.0,26.0,17.0,5414.0,25.869607742902048,5772.0,4.6,Medium,Increase Monitoring & Investigate | Limit Data Transfer,Orange,Real
ISSUE-0337,KEY-0337,Inconsistent Review of Security Policies,1,Management Oversight,Critical,Resolved,Reporter 3,Assignee 13,2024-07-13,2024-07-14 00:00:00.000000,1.0,37.36,Critical,IT,Steps to resolve Inconsistent Review of Security Policies,2319971.0,KPI,User_18,2024-07-13 01:54:00,data_modification,USA,USA,900.0,26.0,13.0,5696.0,22.766021709635645,7412.0,12.622,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,Real
ISSUE-0338,KEY-0338,Detected Malware Infiltration in Internal Systems,1,Malware,High,Closed,Reporter 9,Assignee 19,2024-04-11,2024-04-16 00:00:00.000000,5.0,72.27,Critical,External Contractors,Steps to resolve Detected Malware Infiltration in Internal Systems,2050793.0,KRI,User_3,2024-04-11 03:03:00,data_modification,FR,FR,1082.0,26.0,21.0,1838.0,70.65876621293111,4653.0,19.304,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0339,KEY-0339,Outdated Operating System Components,1,System Vulnerability,Medium,Resolved,Reporter 4,Assignee 17,2023-02-15,2023-02-24 00:00:00.000000,9.0,37.69,Critical,Finance,Steps to resolve Outdated Operating System Components,2234485.0,KPI,User_80,2023-02-15 15:55:00,data_modification,AU,CN,900.0,26.0,9.0,2417.5,55.64993604946717,4473.0,11.688,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0340,KEY-0340,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Open,Reporter 7,Assignee 1,2024-11-24,2025-04-21 01:51:53.295556,148.0,10.35,Critical,External Contractors,Steps to resolve Non-Compliance with Data Protection Regulations,2385507.5,KRI,User_39,2024-11-24 11:57:00,data_modification,IN,IN,2661.0,26.0,3.0,2650.0,20.785947020098995,4220.0,5.2700000000000005,Medium,Log Activity for Reference | Limit Data Transfer,Light Yellow,Real
ISSUE-0341,KEY-0341,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Open,Reporter 9,Assignee 9,2023-01-15,2025-04-21 01:51:53.295556,827.0,2.0,Low,HR,Steps to resolve Unauthorized Access Leading to Data Exposure,621668.0,KRI,User_3,2023-01-15 08:52:00,data_modification,IN,IN,900.0,26.0,17.0,3485.0,79.112450257566,4789.0,4.749999999999999,Medium,Increase Monitoring & Investigate | Limit Data Transfer,Orange,Real
ISSUE-0342,KEY-0342,Detected Malware Infiltration in Internal Systems,1,Malware,Medium,In Progress,Reporter 10,Assignee 9,2024-01-18,2025-04-21 01:51:53.295556,459.0,23.34,Critical,Finance,Steps to resolve Detected Malware Infiltration in Internal Systems,2229817.5,KRI,User_90,2024-01-18 08:52:00,login,JP,JP,1293.0,26.0,6.0,3400.0,55.64665671241196,5802.0,8.817999999999998,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0343,KEY-0343,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Medium,In Progress,Reporter 3,Assignee 6,2024-12-22,2025-04-21 01:51:53.295556,120.0,56.9,Critical,Finance,Steps to resolve Non-Compliance with Data Protection Regulations,2246122.5,KRI,User_77,2024-12-22 20:19:00,data_modification,USA,USA,900.0,26.0,9.0,1272.5,40.28484301398417,7134.0,15.68,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0344,KEY-0344,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Low,Open,Reporter 2,Assignee 20,2023-05-20,2025-04-21 01:51:53.295556,702.0,56.14,Critical,Legal,Steps to resolve Successful Phishing Attempt Targeting Executives,1783742.5,KRI,User_56,2023-05-20 08:37:00,file_access,AU,CANADA,2131.0,26.0,12.0,2602.5,64.75056906701784,3756.0,14.778,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0345,KEY-0345,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Open,Reporter 2,Assignee 18,2023-03-26,2025-04-21 01:51:53.295556,757.0,47.46,Critical,Sales,Steps to resolve Missing or Inaccurate Asset Records,1452855.0,KPI,User_66,2023-03-26 20:35:00,login,AU,AU,900.0,26.0,9.0,6012.5,69.10694480385732,5610.0,13.792,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0346,KEY-0346,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Low,In Progress,Reporter 6,Assignee 18,2024-06-06,2025-04-21 01:51:53.295556,319.0,56.96,Critical,External Contractors,Steps to resolve Weak Cloud Storage Access Controls,452762.5,KRI,User_92,2024-06-06 17:14:00,data_modification,DE,DE,900.0,26.0,12.0,5115.0,67.20010399551099,4368.0,14.942,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,Real
ISSUE-0347,KEY-0347,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Open,Reporter 4,Assignee 17,2025-02-16,2025-04-21 01:51:53.295556,64.0,43.74,Critical,Legal,Steps to resolve Missing or Inaccurate Asset Records,1202867.0,KPI,User_7,2025-02-16 08:11:00,login,Unknown,Unknown,900.0,26.0,13.0,2396.0,46.01489622697893,3544.0,13.648,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0348,KEY-0348,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,Open,Reporter 10,Assignee 9,2025-03-05,2025-04-21 01:51:53.295556,47.0,56.62,Critical,Finance,Steps to resolve Increased Exposure due to Insufficient Data Encryption,301580.0,KRI,User_88,2025-03-05 04:59:00,file_access,CN,CN,1875.0,26.0,15.0,4197.5,76.4382472708521,5603.0,15.624,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0349,KEY-0349,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,In Progress,Reporter 5,Assignee 18,2023-12-26,2025-04-21 01:51:53.295556,482.0,32.41,Critical,Legal,Steps to resolve Weak Cloud Storage Access Controls,1077953.0,KRI,User_26,2023-12-26 16:02:00,file_access,CANADA,CANADA,3402.0,39.0,21.0,611.0,47.512303644620985,5718.0,11.381999999999998,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0350,KEY-0350,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Medium,Open,Reporter 4,Assignee 16,2023-09-26,2025-04-21 01:51:53.295556,573.0,80.29,Critical,Legal,Steps to resolve Weak Cloud Storage Access Controls,189210.0,KRI,User_27,2023-09-26 07:31:00,login,AU,AU,1394.0,33.0,6.0,6502.5,20.8011189777321,7142.0,20.358000000000004,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0351,KEY-0351,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Medium,Closed,Reporter 7,Assignee 19,2023-07-26,2023-08-02 00:00:00.000000,7.0,54.53,Critical,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1847747.5,KRI,User_9,2023-07-26 03:25:00,data_modification,CANADA,CANADA,900.0,26.0,9.0,5835.0,27.59498068789909,6119.0,15.006,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0352,KEY-0352,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,In Progress,Reporter 3,Assignee 16,2023-12-27,2025-04-21 01:51:53.295556,481.0,51.48,Critical,Legal,Steps to resolve Weak Cloud Storage Access Controls,2303945.0,KRI,User_58,2023-12-27 05:28:00,data_modification,DE,DE,900.0,26.0,13.0,2498.0,40.075445208312246,3365.0,15.195999999999998,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0353,KEY-0353,Weak Authentication Protocols,1,Access Control,Medium,In Progress,Reporter 4,Assignee 15,2024-11-17,2025-04-21 01:51:53.295556,155.0,13.29,Critical,Legal,Steps to resolve Weak Authentication Protocols,1336110.0,KPI,User_63,2024-11-17 02:26:00,login,USA,USA,1097.0,26.0,12.0,1867.5,44.3925862000394,5329.0,6.808,Medium,Routine Monitoring | Limit Data Transfer,Yellow,Real
ISSUE-0354,KEY-0354,Weak Authentication Protocols,1,Access Control,Critical,Resolved,Reporter 9,Assignee 18,2023-11-08,2023-11-15 00:00:00.000000,7.0,16.05,Critical,External Contractors,Steps to resolve Weak Authentication Protocols,2789906.0,KPI,User_96,2023-11-08 21:28:00,file_access,UK,UK,3192.0,26.0,24.0,2021.0,49.30011489713037,4257.0,8.41,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red,Real
ISSUE-0355,KEY-0355,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Open,Reporter 2,Assignee 8,2023-05-17,2025-04-21 01:51:53.295556,705.0,56.89,Critical,External Contractors,Steps to resolve Successful Phishing Attempt Targeting Executives,294725.0,KRI,User_8,2023-05-17 20:56:00,data_modification,JP,CN,2219.0,26.0,9.0,640.0,79.9800505911736,3949.0,15.678,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0356,KEY-0356,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,Closed,Reporter 8,Assignee 4,2023-01-01,2023-01-06 00:00:00.000000,5.0,87.95,Critical,IT,Steps to resolve Delayed Patching of Known Vulnerabilities,1731135.0,KPI,User_6,2023-01-01 05:33:00,data_modification,UK,UK,1863.0,26.0,9.0,4007.5,36.590140850602936,4455.0,21.54,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
ISSUE-0357,KEY-0357,Supplier Security Compliance Gaps,1,Procurement Security,High,Resolved,Reporter 8,Assignee 7,2023-10-25,2023-11-03 00:00:00.000000,9.0,19.62,Critical,Legal,Steps to resolve Supplier Security Compliance Gaps,2472653.0,KPI,User_39,2023-10-25 09:38:00,data_modification,Unknown,Unknown,900.0,26.0,6.0,965.0,46.84255343971485,6823.0,8.973999999999998,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,Orange-Red,Real
