Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Color
ISSUE-0301,KEY-0301,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Medium,Closed,Reporter 2,Assignee 3,2023-06-19,2023-06-20 00:00:00.000000,1,56.44,Critical,Operations,Steps to resolve Missing or Inaccurate Asset Records,1016272.5,KPI,User_96,2023-06-19 08:25:00,file_access,USA,USA,1118,26,15,2165.0,69.72713366085966,5965,15.187999999999999,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0302,KEY-0302,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Medium,Open,Reporter 2,Assignee 13,2024-10-06,2025-09-19 22:15:24.985808,348,65.52,Critical,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,2350332.5,KRI,User_53,2024-10-06 07:44:00,file_access,UK,UK,919,26,12,4327.5,70.19625645255005,5022,17.404,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0303,KEY-0303,Weak Authentication Protocols,1,Access Control,Critical,Closed,Reporter 2,Assignee 10,2023-05-24,2023-06-02 00:00:00.000000,9,46.29,Critical,HR,Steps to resolve Weak Authentication Protocols,2710406.0,KPI,User_11,2023-05-24 07:03:00,login,UK,UK,900,26,17,3539.0,43.10128676228293,4965,14.658,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0304,KEY-0304,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Open,Reporter 5,Assignee 11,2025-08-13,2025-09-19 22:15:24.985808,37,67.63,Critical,Finance,Steps to resolve Access by Unauthorized Personnel Detected,2907389.0,KRI,User_69,2025-08-13 22:04:00,login,Unknown,Unknown,1029,26,10,4310.0,68.04862834197712,4744,19.076,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0305,KEY-0305,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Resolved,Reporter 9,Assignee 15,2024-12-13,2024-12-20 00:00:00.000000,7,83.9,Critical,External Contractors,Steps to resolve Missing or Inaccurate Asset Records,2057417.0,KPI,User_35,2024-12-13 02:06:00,login,CN,CN,1898,26,3,8441.0,63.56678102428287,5194,21.430000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Limit Data Transfer,Red
ISSUE-0306,KEY-0306,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Low,Open,Reporter 6,Assignee 1,2025-08-27,2025-09-19 22:15:24.985808,23,34.64,Critical,C-Suite Executives,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,1025237.5,KPI,User_97,2025-08-27 12:29:00,data_modification,CANADA,CANADA,900,26,9,1017.5,65.46546344863575,3743,10.478,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0307,KEY-0307,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,Open,Reporter 7,Assignee 9,2024-11-23,2025-09-19 22:15:24.985808,300,72.48,Critical,Operations,Steps to resolve Access by Unauthorized Personnel Detected,1382879.0,KRI,User_70,2024-11-23 16:57:00,data_modification,DE,EU,1973,35,13,1568.0,76.9819955686946,7545,20.196000000000005,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0308,KEY-0308,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,Open,Reporter 7,Assignee 1,2025-08-17,2025-09-19 22:15:24.985808,33,34.56,Critical,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2410244.0,KRI,User_61,2025-08-17 09:16:00,login,FR,FR,2384,26,10,3539.0,21.8452771543517,3331,12.312,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0309,KEY-0309,Weak Authentication Protocols,1,Access Control,Medium,Resolved,Reporter 6,Assignee 3,2024-06-19,2024-06-28 00:00:00.000000,9,50.98,Critical,External Contractors,Steps to resolve Weak Authentication Protocols,2082465.0,KPI,User_54,2024-06-19 21:31:00,data_modification,FR,FR,900,26,18,5117.5,20.383589362800866,7905,14.495999999999999,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0310,KEY-0310,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,Closed,Reporter 10,Assignee 6,2023-09-07,2023-09-15 00:00:00.000000,8,81.31,Critical,Legal,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,592004.0,KRI,User_71,2023-09-07 09:51:00,login,JP,JP,900,26,10,6149.0,42.9990388449298,7570,21.312,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0311,KEY-0311,Outdated Operating System Components,1,System Vulnerability,Critical,Open,Reporter 6,Assignee 1,2023-12-30,2025-09-19 22:15:24.985808,629,52.35,Critical,Operations,Steps to resolve Outdated Operating System Components,1220024.0,KPI,User_91,2023-12-30 11:45:00,data_modification,EU,EU,900,26,17,1748.0,37.65035652526126,4609,15.87,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0312,KEY-0312,Insufficient Access Control Measures,1,Control Effectiveness,Low,In Progress,Reporter 10,Assignee 18,2023-10-30,2025-09-19 22:15:24.985808,690,17.11,Critical,External Contractors,Steps to resolve Insufficient Access Control Measures,2401415.0,KPI,User_64,2023-10-30 10:21:00,file_access,FR,FR,900,26,6,2922.5,65.46653341054493,4162,6.972,Medium,Log Activity for Reference | Limit Data Transfer,Light Yellow
ISSUE-0313,KEY-0313,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Critical,Open,Reporter 10,Assignee 18,2024-07-28,2025-09-19 22:15:24.985808,418,33.46,Critical,Legal,Steps to resolve Weak Cloud Storage Access Controls,615401.0,KRI,User_95,2024-07-28 13:30:00,file_access,Unknown,Unknown,2037,26,10,1055.0,54.477869101641524,5314,12.091999999999999,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0314,KEY-0314,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,Open,Reporter 4,Assignee 18,2024-08-29,2025-09-19 22:15:24.985808,386,114.94,Critical,Sales,Steps to resolve Missing or Inaccurate Asset Records,2046257.5,KPI,User_55,2024-08-29 10:06:00,file_access,EU,EU,2552,26,12,860.0,22.434564373116757,7165,26.538,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0315,KEY-0315,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Closed,Reporter 9,Assignee 15,2024-09-06,2024-09-07 00:00:00.000000,1,42.91,Critical,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,816410.0,KRI,User_14,2024-09-06 19:39:00,login,AU,AU,1153,27,9,1772.5,34.00845530401803,6802,11.731999999999998,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0316,KEY-0316,Weak Cloud Storage Access Controls,1,Cloud Security Posture,Medium,Open,Reporter 2,Assignee 3,2023-10-28,2025-09-19 22:15:24.985808,692,9.55,High,Operations,Steps to resolve Weak Cloud Storage Access Controls,554500.0,KRI,User_71,2023-10-28 08:52:00,file_access,UK,UK,900,26,3,2082.5,73.50631342590772,3093,5.71,Medium,Routine Monitoring | Limit Data Transfer,Yellow
ISSUE-0317,KEY-0317,Insufficient Access Control Measures,1,Control Effectiveness,Medium,In Progress,Reporter 10,Assignee 8,2023-07-29,2025-09-19 22:15:24.985808,783,64.74,Critical,IT,Steps to resolve Insufficient Access Control Measures,441650.0,KPI,User_69,2023-07-29 23:19:00,login,CN,CN,2442,33,3,1377.5,32.6203641877382,3354,16.898,Critical,Isolate Affected System & Restrict User Access | Limit Data Transfer,Orange-Red
ISSUE-0318,KEY-0318,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Closed,Reporter 9,Assignee 19,2024-07-30,2024-08-04 00:00:00.000000,5,70.44,Critical,Sales,Steps to resolve Access by Unauthorized Personnel Detected,228215.0,KRI,User_14,2024-07-30 07:20:00,data_modification,CN,CANADA,1524,26,10,839.0,71.89386677595172,3536,18.938000000000002,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0319,KEY-0319,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Critical,Resolved,Reporter 8,Assignee 19,2023-02-15,2023-02-24 00:00:00.000000,9,2.0,Low,C-Suite Executives,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1539854.0,KRI,User_14,2023-02-15 06:39:00,data_modification,USA,USA,1322,31,17,13928.0,79.89236458887953,4655,4.749999999999999,Medium,Increase Monitoring & Investigate | Limit Data Transfer,Orange
ISSUE-0320,KEY-0320,Inadequate Firewall Configurations,1,Network Security,Critical,In Progress,Reporter 10,Assignee 5,2025-05-18,2025-09-19 22:15:24.985808,124,2.0,Low,Operations,Steps to resolve Inadequate Firewall Configurations,2205230.0,KPI,User_88,2025-05-18 20:27:00,login,JP,JP,1309,26,3,536.0,30.772931643152923,7149,4.55,Medium,Increase Monitoring & Investigate | Limit Data Transfer,Orange
ISSUE-0321,KEY-0321,Unauthorized Access Leading to Data Exposure,1,Data Breach,Critical,Open,Reporter 1,Assignee 19,2023-10-27,2025-09-19 22:15:24.985808,693,44.23,Critical,HR,Steps to resolve Unauthorized Access Leading to Data Exposure,1652489.0,KRI,User_82,2023-10-27 04:25:00,login,Unknown,Unknown,900,26,21,1277.0,35.00285376407909,3818,14.245999999999999,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0322,KEY-0322,Inadequate Firewall Configurations,1,Network Security,High,Open,Reporter 8,Assignee 12,2025-06-17,2025-09-19 22:15:24.985808,94,77.25,Critical,HR,Steps to resolve Inadequate Firewall Configurations,1999904.0,KPI,User_80,2025-06-17 09:06:00,data_modification,IN,IN,900,26,6,3506.0,58.856528523428764,6550,20.500000000000004,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0323,KEY-0323,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,High,Open,Reporter 4,Assignee 20,2025-09-18,2025-09-19 22:15:24.985808,1,2.0,Low,C-Suite Executives,Steps to resolve Insufficient Coverage in Annual Risk Assessment,842264.0,KPI,User_52,2025-09-18 05:48:00,file_access,CANADA,CANADA,900,26,21,1910.0,61.59412722032724,5239,3.85,Low,Routine Monitoring | Limit Data Transfer,Light Yellow
ISSUE-0324,KEY-0324,Supplier Security Compliance Gaps,1,Procurement Security,Critical,Open,Reporter 7,Assignee 18,2024-03-21,2025-09-19 22:15:24.985808,547,76.43,Critical,External Contractors,Steps to resolve Supplier Security Compliance Gaps,935753.0,KPI,User_78,2024-03-21 12:40:00,login,CANADA,CN,900,39,6,9749.0,23.30335849337924,7212,20.836000000000002,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0325,KEY-0325,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,In Progress,Reporter 9,Assignee 5,2025-04-04,2025-09-19 22:15:24.985808,168,14.15,Critical,Sales,Steps to resolve Non-Compliance with Data Protection Regulations,958841.0,KRI,User_43,2025-04-04 15:32:00,login,DE,DE,1364,26,17,5915.0,36.301170213653656,3950,7.73,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0326,KEY-0326,Inconsistent Review of Security Policies,1,Management Oversight,Medium,Open,Reporter 3,Assignee 6,2025-04-21,2025-09-19 22:15:24.985808,151,69.23,Critical,Sales,Steps to resolve Inconsistent Review of Security Policies,264162.5,KPI,User_45,2025-04-21 12:51:00,file_access,AU,CANADA,900,27,18,2462.5,63.4784421384439,5375,18.146000000000004,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0327,KEY-0327,Insufficient Coverage in Annual Risk Assessment,1,Risk Assessment Coverage,Low,Resolved,Reporter 1,Assignee 4,2025-01-11,2025-01-19 00:00:00.000000,8,79.39,Critical,External Contractors,Steps to resolve Insufficient Coverage in Annual Risk Assessment,2144910.0,KPI,User_4,2025-01-11 20:03:00,login,UK,UK,900,30,12,2242.5,71.21592623969106,6154,19.578000000000003,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0328,KEY-0328,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Medium,In Progress,Reporter 2,Assignee 12,2025-01-23,2025-09-19 22:15:24.985808,239,14.96,Critical,Sales,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,683407.5,KPI,User_21,2025-01-23 18:48:00,login,FR,AU,900,33,15,5797.5,55.38313120602504,7943,7.292000000000001,High,Alert Security Team & Review Logs | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0329,KEY-0329,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Low,Open,Reporter 6,Assignee 18,2025-08-14,2025-09-19 22:15:24.985808,36,73.23,Critical,C-Suite Executives,Steps to resolve Access by Unauthorized Personnel Detected,2023195.0,KRI,User_17,2025-08-14 15:39:00,login,IN,IN,1355,26,12,1367.5,31.80964323367266,5136,18.046,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0330,KEY-0330,Inconsistent Review of Security Policies,1,Management Oversight,Medium,Open,Reporter 2,Assignee 11,2024-02-20,2025-09-19 22:15:24.985808,577,33.29,Critical,HR,Steps to resolve Inconsistent Review of Security Policies,1912062.5,KPI,User_7,2024-02-20 03:57:00,login,CANADA,FR,950,26,21,750.0,30.791820369282092,3238,10.808,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0331,KEY-0331,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,Open,Reporter 2,Assignee 16,2025-06-17,2025-09-19 22:15:24.985808,94,28.07,Critical,HR,Steps to resolve Non-Compliance with Data Protection Regulations,1124340.0,KRI,User_34,2025-06-17 14:37:00,data_modification,USA,USA,900,26,12,3350.0,69.74327960174932,4353,9.164,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0332,KEY-0332,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,In Progress,Reporter 5,Assignee 20,2025-02-01,2025-09-19 22:15:24.985808,230,29.19,Critical,IT,Steps to resolve Missing or Inaccurate Asset Records,2737379.0,KPI,User_77,2025-02-01 07:50:00,data_modification,EU,EU,1212,26,10,1631.0,24.119473325752285,7575,11.388,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red
ISSUE-0333,KEY-0333,Supplier Security Compliance Gaps,1,Procurement Security,High,Closed,Reporter 10,Assignee 5,2023-11-06,2023-11-13 00:00:00.000000,7,39.22,Critical,Finance,Steps to resolve Supplier Security Compliance Gaps,2100605.0,KPI,User_13,2023-11-06 21:49:00,login,IN,IN,2586,26,10,4892.0,46.1618137391727,4282,12.544,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0334,KEY-0334,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,Closed,Reporter 3,Assignee 17,2023-09-28,2023-10-01 00:00:00.000000,3,15.24,Critical,Operations,Steps to resolve Successful Phishing Attempt Targeting Executives,1910615.0,KRI,User_40,2023-09-28 14:52:00,login,FR,FR,929,26,24,893.0,57.164438143227926,4311,8.048,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0335,KEY-0335,Detected Malware Infiltration in Internal Systems,1,Malware,Low,In Progress,Reporter 9,Assignee 17,2025-02-10,2025-09-19 22:15:24.985808,221,70.42,Critical,Finance,Steps to resolve Detected Malware Infiltration in Internal Systems,165492.5,KRI,User_58,2025-02-10 06:13:00,data_modification,DE,DE,2081,26,9,5205.0,28.024761666570317,4093,17.484,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0336,KEY-0336,Outdated Operating System Components,1,System Vulnerability,Low,Resolved,Reporter 6,Assignee 1,2024-04-18,2024-04-20 00:00:00.000000,2,77.05,Critical,External Contractors,Steps to resolve Outdated Operating System Components,2500007.5,KPI,User_5,2024-04-18 08:09:00,file_access,IN,CANADA,1045,26,15,950.0,59.44578311191932,3631,18.41,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange
ISSUE-0337,KEY-0337,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Medium,Closed,Reporter 8,Assignee 2,2024-10-24,2024-10-25 00:00:00.000000,1,45.28,Critical,Sales,Steps to resolve Successful Phishing Attempt Targeting Executives,570565.0,KRI,User_28,2024-10-24 14:30:00,login,AU,AU,1909,26,12,1870.0,36.003342186687604,3911,12.806,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red
ISSUE-0338,KEY-0338,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,High,Open,Reporter 8,Assignee 13,2025-07-26,2025-09-19 22:15:24.985808,55,104.76,Critical,External Contractors,Steps to resolve Missing or Inaccurate Asset Records,2467562.0,KPI,User_71,2025-07-26 23:06:00,login,EU,EU,900,26,13,2819.0,39.8589262115585,3700,25.852,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0339,KEY-0339,Inadequate Firewall Configurations,1,Network Security,High,In Progress,Reporter 4,Assignee 10,2025-08-18,2025-09-19 22:15:24.985808,32,84.08,Critical,Operations,Steps to resolve Inadequate Firewall Configurations,2422046.0,KPI,User_6,2025-08-18 19:23:00,login,UK,JP,900,26,6,3422.0,40.03852739562386,7178,21.866,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0340,KEY-0340,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,High,Closed,Reporter 8,Assignee 6,2023-03-12,2023-03-21 00:00:00.000000,9,27.72,Critical,C-Suite Executives,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1282940.0,KRI,User_5,2023-03-12 04:52:00,data_modification,CANADA,UK,1533,26,10,623.0,57.197696679363325,7455,10.594,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red
ISSUE-0341,KEY-0341,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Critical,In Progress,Reporter 5,Assignee 6,2023-05-16,2025-09-19 22:15:24.985808,857,12.93,Critical,HR,Steps to resolve Missing or Inaccurate Asset Records,2501702.0,KPI,User_35,2023-05-16 17:50:00,login,CANADA,CANADA,3083,26,13,911.0,71.80807287117958,3104,8.136,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red
